timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1485111447056,14718,Petición HTTP,200,OK,Alcaldia 1-191,text,true,,77104,191,200,200,14533,0,4161
1485111446852,15213,Petición HTTP,200,OK,Alcaldia 1-151,text,true,,77104,191,199,199,15000,0,4379
1485111447091,16003,Petición HTTP,200,OK,Alcaldia 1-198,text,true,,77104,191,198,198,15834,0,4126
1485111446567,16738,Petición HTTP,200,OK,Alcaldia 1-95,text,true,,77104,191,197,197,16519,0,4668
1485111446562,16845,Petición HTTP,200,OK,Alcaldia 1-94,text,true,,77104,191,196,196,16629,0,4673
1485111446527,17004,Petición HTTP,200,OK,Alcaldia 1-87,text,true,,77104,191,195,195,16814,0,4712
1485111446557,17009,Petición HTTP,200,OK,Alcaldia 1-93,text,true,,77104,191,194,194,16816,0,4678
1485111446578,17387,Petición HTTP,200,OK,Alcaldia 1-97,text,true,,77104,191,193,193,17225,0,4657
1485111446506,17598,Petición HTTP,404,Not Found,Alcaldia 1-83,text,false,,640,428,192,192,10618,0,4735
1485111446552,17552,Petición HTTP,404,Not Found,Alcaldia 1-92,text,false,,640,428,192,192,10694,0,4693
1485111446470,17634,Petición HTTP,404,Not Found,Alcaldia 1-76,text,false,,640,428,192,192,10667,0,4770
1485111446537,17567,Petición HTTP,404,Not Found,Alcaldia 1-89,text,false,,640,428,192,192,10778,0,4708
1485111446542,17562,Petición HTTP,404,Not Found,Alcaldia 1-90,text,false,,640,428,190,190,10860,0,4703
1485111446486,17619,Petición HTTP,404,Not Found,Alcaldia 1-79,text,false,,640,428,187,187,10689,0,4759
1485111446419,17686,Petición HTTP,404,Not Found,Alcaldia 1-67,text,false,,640,428,186,186,11089,0,4826
1485111446399,17707,Petición HTTP,404,Not Found,Alcaldia 1-63,text,false,,640,428,185,185,11161,0,4846
1485111446424,17683,Petición HTTP,404,Not Found,Alcaldia 1-68,text,false,,640,428,185,185,11148,0,4821
1485111446573,17534,Petición HTTP,404,Not Found,Alcaldia 1-96,text,false,,640,428,185,185,11193,0,4672
