timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1485111321496,7114,Petición HTTP,404,Not Found,Alcaldia 1-97,text,false,,640,428,100,100,6113,0,25
1485111321506,7104,Petición HTTP,404,Not Found,Alcaldia 1-98,text,false,,640,428,100,100,6102,0,30
1485111321517,7094,Petición HTTP,404,Not Found,Alcaldia 1-99,text,false,,640,428,100,100,6092,0,31
1485111321043,9356,Petición HTTP,200,OK,Alcaldia 1-52,text,true,,77104,191,97,97,9181,0,27
1485111321003,11335,Petición HTTP,200,OK,Alcaldia 1-48,text,true,,77104,191,96,96,11162,0,34
1485111320585,12862,Petición HTTP,200,OK,Alcaldia 1-7,text,true,,77104,191,95,95,12713,0,116
1485111320618,14245,Petición HTTP,200,OK,Alcaldia 1-10,text,true,,77104,191,94,94,12920,0,84
1485111320700,14328,Petición HTTP,200,OK,Alcaldia 1-18,text,true,,77104,191,93,93,13077,0,31
1485111320993,14378,Petición HTTP,200,OK,Alcaldia 1-47,text,true,,77104,191,92,92,12817,0,20
1485111320922,14713,Petición HTTP,200,OK,Alcaldia 1-40,text,true,,77104,191,91,91,12886,0,25
1485111320658,15456,Petición HTTP,200,OK,Alcaldia 1-14,text,true,,77104,191,90,90,12895,0,46
1485111320574,15591,Petición HTTP,200,OK,Alcaldia 1-6,text,true,,77104,191,89,89,13541,0,129
1485111321093,15101,Petición HTTP,200,OK,Alcaldia 1-57,text,true,,77104,191,88,88,12734,0,34
1485111321416,14816,Petición HTTP,200,OK,Alcaldia 1-89,text,true,,77104,191,87,87,12518,0,26
1485111320871,15367,Petición HTTP,200,OK,Alcaldia 1-35,text,true,,77104,191,86,86,13133,0,59
1485111321164,15135,Petición HTTP,200,OK,Alcaldia 1-64,text,true,,77104,191,85,85,12645,0,40
1485111320532,15797,Petición HTTP,200,OK,Alcaldia 1-2,text,true,,77104,191,84,84,13661,0,173
1485111320801,15600,Petición HTTP,200,OK,Alcaldia 1-28,text,true,,77104,191,83,83,13260,0,25
1485111320932,15506,Petición HTTP,200,OK,Alcaldia 1-41,text,true,,77104,191,82,82,13189,0,28
1485111320740,15845,Petición HTTP,200,OK,Alcaldia 1-22,text,true,,77104,191,81,81,13058,0,39
1485111320751,15892,Petición HTTP,200,OK,Alcaldia 1-23,text,true,,77104,191,80,80,13056,0,28
1485111321305,15341,Petición HTTP,200,OK,Alcaldia 1-78,text,true,,77104,191,79,79,14062,0,25
